LEI,Date,Total_Capital,CET1_Capital,Tier1_Capital,RWA_Total,Net_Income,Leverage_Exposure,Total_Assets,Loans_Gross,Provisions_Stock,NPL_Amount,NPL_Ratio,RWA_Final,CVA_Charge,RWA_CVA_Addon,AT1_Capital,Tier2_Capital,CET1_Ratio_Pct,Tier1_Ratio_Pct,TCR_Pct,CAR_Pct,Leverage_Ratio_Pct,P2R_Pct,P2G_Pct,CBR_Pct,SREP_Requirement_Pct,Capital_Buffer_Pct,LTD_Ratio_Pct,LCR_Ratio_Pct,NSFR_Ratio_Pct,Texas_Ratio_Pct,NPL_Ratio_Pct,Risk_Exposure_Amount,MREL_Ratio_Pct,TLAC_Ratio_Pct,ROA_Pct,ROE_Pct
MAES062Z21O4RZ2U7M96,202506,24145.2169569797,20171.7782022785,21199.5817514013,108030.950882405,1501.45538669463,446978.70495884,429188.905804365,588312.3481034382,3544.810226248835,0.0,0.0,108333.72030083764,24.221553474611472,302.7694184326434,1027.8035491228002,2945.635205578401,18.620036445035232,19.568774793786332,22.287812963433336,22.287812963433336,4.742861688087235,2.0,1.0,2.5,12.5,9.787812963433336,228.45897620180858,250.0,35.80825069665357,0.0,0.0,108333.72030083764,81.71375688179886,81.71375688179886,0.3498355540856014,7.082476457797962
MMYX0N4ZEZ13Z4XCG897,202506,4543.48054084996,4543.48054084996,4543.48054084996,6104.8233629893,,55585.0236728129,,,,,0.0,6142.47492245796,3.0121247574927787,37.651559468659734,0.0,0.0,73.9682391577734,73.9682391577734,73.9682391577734,73.9682391577734,8.173929307998502,2.0,1.0,2.5,12.5,61.4682391577734,,,,0.0,,6142.47492245796,,,,
N1FBEDJ5J41VKZLO2475,202506,14449.6451132967,14449.6451132967,14449.6451132967,78461.7839867375,873.28252079,205093.247419755,199586.47853389,103550.14154058,271.05949543,0.0,0.0,78600.70774877994,11.113900963395484,138.92376204244354,0.0,0.0,18.383606874737065,18.383606874737065,18.383606874737065,18.383606874737065,7.04540266200148,2.0,1.0,2.5,12.5,5.883606874737065,86.47057180529148,250.0,65.07948677581757,0.0,0.0,78600.70774877994,56.472286528576696,56.472286528576696,0.4375459335747114,6.043626081767208
N747OI7JINV7RUUH6190,202506,11690.61665,9017.502358,10133.466672,55597.209228,920.08898,149894.495875,144528.170147,202431.022748,3438.399413,0.0,0.0,55698.743079252505,8.12270810020037,101.53385125250462,1115.9643140000007,1557.1499779999995,16.189777110713603,18.193348919169175,20.98901340262864,20.98901340262864,6.7603994481895455,2.0,1.0,2.5,12.5,8.48901340262864,233.43894658749096,250.0,36.72723842237669,0.0,0.0,55698.743079252505,59.91130199216307,59.91130199216307,0.6366156708855962,9.079705985931918
NHBDILHZTYCNBV5UYZ31,202506,16489.8384496514,13315.6554348934,14165.5567810559,72525.3563947992,994.612980243126,312879.454183824,302582.926015733,431026.1309196607,159.24893096487665,0.0,0.0,72737.29116782486,16.95478184205353,211.93477302566913,849.9013461625,2324.2816685955004,18.306504436865175,19.474957829226934,22.670404939338233,22.670404939338233,4.5274806612048435,2.0,1.0,2.5,12.5,10.170404939338233,237.41487807172197,250.0,34.74932227860377,0.0,0.0,72737.29116782486,85.06953772755092,85.06953772755092,0.32870756897611947,7.021347594139449
NNVPP80YIZGEY2314M97,202506,16787.498855,16458.339199,16488.47843,65026.686225,1010.474458,175820.159127,165725.373689,215647.805358,5429.297498,231.322726,0.001072687596407382,65145.78131104558,9.527606883646694,119.09508604558367,30.13923100000102,299.02042500000243,25.263860326454413,25.310124613095013,25.7691265914001,25.7691265914001,9.378036347976398,2.0,1.0,2.5,12.5,13.269126591400099,216.87264957053225,250.0,39.93007003689246,1.0568647917648686,0.10726875964073819,65145.78131104558,63.92786159015456,63.92786159015456,0.6097282724468343,6.128366921725719
O2RNE8IBXP4R0TD8PU41,202506,71564.53528748,52535.84499338,61420.73762245,388029.41100513,3514.04800303,1405565.66041761,1380480.01686054,1084660.07595272,16659.416538370002,2249.52396413,0.002073943730393241,388981.4972966072,76.16690331817432,952.086291477179,8884.892629069996,10143.797665030004,13.506001020228537,15.790143759875368,18.397927866710436,18.397927866710436,4.369823434943706,2.0,1.0,2.5,12.5,5.897927866710436,130.95204357725657,250.0,50.677533843645925,3.2509797843567854,0.20739437303932412,388981.4972966072,71.63233720705598,71.63233720705598,0.2545526164892685,5.721272877949897
P4GTT6GF1W40CVIMFR43,202506,11429.3504325483,10776.1776548098,10776.1776548098,64197.0831659713,1201.53899347052,142148.915849892,128385.317776206,151756.6303019587,4188.852411192029,0.0,0.0,64293.37040316007,7.702978975101866,96.28723718877332,0.0,653.1727777385004,16.76094687093919,16.76094687093919,17.776872422271612,17.776872422271612,7.580907381797656,2.0,1.0,2.5,12.5,5.276872422271612,197.00673063786033,250.0,41.802981518489574,0.0,0.0,64293.37040316007,47.72987931189699,47.72987931189699,0.9358850484484328,11.149955317730209
PSNL19R2RXX5U3QWHI44,202506,8270.280348,6937.160918,6937.160918,46091.580453,1331.136268,101797.957255,103838.14001,137578.620854,2244.949504,0.0,0.0,46160.53521074079,5.516380619262946,68.95475774078682,0.0,1333.1194300000006,15.028337271934051,15.028337271934051,17.916344146017707,17.916344146017707,6.814636663703061,2.0,1.0,2.5,12.5,5.416344146017707,220.82223487559688,250.0,38.104070757658796,0.0,0.0,46160.53521074079,51.65884936262921,51.65884936262921,1.2819338519274388,19.188487678670857
R0MUWSFPU8MPRO8K5P83,202506,131936.284997,98280.564429,114744.596091,788849.55543735,6498.76835,2604849.7692097,2573933.922967,2049608.669355,31509.846296000003,0.0,0.0,790613.9993380961,141.1555120596899,1764.4439007461237,16464.031661999994,17191.68890600001,12.430916289273998,14.513352430777148,16.6878255517177,16.6878255517177,4.40503699857566,2.0,1.0,2.5,12.5,4.187825551717701,132.71570099155167,250.0,50.240776320425084,0.0,0.0,790613.9993380961,65.52203399835355,65.52203399835355,0.25248388437682984,5.663681403214885
R7CQUF1DQM73HUTV1078,202506,5833.1593074,5791.1056797,5791.1056797,21140.94085858,,60750.87878411,,,,,0.0,21182.091607004204,3.2920598739361893,41.15074842420236,0.0,42.053627700000106,27.33963098235812,27.33963098235812,27.538164859371918,27.538164859371918,9.532546352588273,2.0,1.0,2.5,12.5,15.038164859371918,,,,0.0,,21182.091607004204,,,,
SI5RG2M0WQQLZCXKRM20,202506,14912.17792,10348.4152399999,13098.41524,79239.029961,976.42,252191.13379,252376.61,371183.471,4911.130999999999,0.0,0.0,79409.85636070174,13.66611197613962,170.82639970174523,2750.0000000001,1813.7626799999998,13.031650873406079,16.494697056878355,18.778749393859528,18.778749393859528,5.1938444635833525,2.0,1.0,2.5,12.5,6.278749393859528,245.12537763833717,250.0,34.23081588421206,0.0,0.0,79409.85636070174,66.45103245157624,66.45103245157624,0.38689005292526907,7.454489586024147
TO822O0VT80V06K0FH57,202506,9957.58360449,9916.02441399,9921.53653006,47437.48327196,915.52737,110194.64314114,106244.312257,116512.260428,2949.124984,20.535257,0.00017624975195370092,47512.12568254488,5.971392846790393,74.64241058487991,5.512116070000047,36.047074430000066,20.87051309858143,20.882114591865122,20.957983801908156,20.957983801908156,9.003646862717504,2.0,1.0,2.5,12.5,8.457983801908156,182.77411429197628,250.0,44.249858162126195,0.1596192656978266,0.017624975195370093,47512.12568254488,54.500256663012415,54.500256663012415,0.8617189481027299,9.227677257712656
TUKDD90GPC79G1KOE162,202506,3856.93068919999,3264.5990581,3264.5990581,14739.32875275,31.430496,32217.17442048,30786.43044431,39648.67010917,488.88712999,0.0,0.0,14761.151660764666,1.7458326411733633,21.822908014667043,0.0,592.3316310999899,22.11615416686861,22.11615416686861,26.128927998563707,26.128927998563707,10.133101728575989,2.0,1.0,2.5,12.5,13.628927998563707,214.64364622638442,250.0,41.71866043134489,0.0,0.0,14761.151660764666,57.413509803390696,57.413509803390696,0.10209204362569757,0.9627674161706271
VDYMYTQGZZ6DU0912C88,202506,15518.90919012,12991.21096701,12991.21096701,63504.29128668,550.14210731,270131.23006798,282416.56597908,439655.73473917,2972.4536785,0.0,0.0,63687.26974744517,14.638276861213475,182.97846076516842,0.0,2527.698223110001,20.398442292356464,20.398442292356464,24.367364548144327,24.367364548144327,4.809222156113046,2.0,1.0,2.5,12.5,11.867364548144327,259.46054380991797,250.0,32.63133531980499,0.0,0.0,63687.26974744517,90.88377365918394,90.88377365918394,0.19479810095515143,4.234725374770958
VWMYAEQSTOPNV0SUGU82,202506,7615.368081,5528.295016,6326.560855,43965.31478,541.692677,123997.403096,131772.988097,196991.121805,2592.851008,0.0,0.0,44049.30674920576,6.719357536460908,83.99196920576135,798.2658389999997,1288.807226,12.550242952687737,14.362452719222585,17.288281344262725,17.288281344262725,5.102172059282496,2.0,1.0,2.5,12.5,4.788281344262725,249.15465687094132,249.99999999999994,33.760398128673366,0.0,0.0,44049.30674920576,62.16060663893127,62.16060663893127,0.41108021061285505,8.562198158133421
XXXXXXXXXXXXXXXXXXXX,202506,50795.8383758873,42163.7149095673,46176.2859846673,198730.184879584,3121.3517615832,480276.710333417,695549.693109955,789983.8066140602,9025.60521154136,8.14795516033755,1.0314078709107216e-05,199055.50932717213,26.0259558070503,325.32444758812875,4012.5710751000006,4619.552391220001,21.181887932710303,23.197693015756183,25.518428777772794,25.518428777772794,9.61451700470982,2.0,1.0,2.5,12.5,13.018428777772794,189.29483985581476,249.99999999999994,41.833508618280355,0.015917295133165137,0.0010314078709107216,199055.50932717213,77.93217724378992,77.93217724378992,0.4487604253877178,6.759642303453413
